speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,subnational2Code,subnational2Name,subnational1Code,subnational1Name,countryCode,countryName,userDisplayName,obsId,checklistId,presenceNoted,hasComments,firstName,lastName,hasRichMedia,exoticCategory
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-01-11 08:17:00,,40.7245046,-73.9433616,True,False,False,S158626991,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1921225291,CL23822,False,False,Michael,Lombardo,False,N
whtspa,White-throated Sparrow,Zonotrichia albicollis,L2987624,McGolrick Park,2024-01-11 08:17:00,,40.7245046,-73.9433616,True,False,False,S158626991,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1921225294,CL23822,False,False,Michael,Lombardo,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-01-12 14:53:00,,40.7245046,-73.9433616,True,False,False,S158723784,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1922246995,CL23822,False,False,Michael,Lombardo,False,N
moudov,Mourning Dove,Zenaida macroura,L2987624,McGolrick Park,2024-01-12 14:53:00,,40.7245046,-73.9433616,True,False,False,S158723784,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1922262027,CL23822,False,False,Michael,Lombardo,False,
coohaw,Cooper's Hawk,Astur cooperii,L2987624,McGolrick Park,2024-01-12 14:53:00,,40.7245046,-73.9433616,True,False,False,S158723784,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1922262028,CL23822,False,False,Michael,Lombardo,False,
rethaw,Red-tailed Hawk,Buteo jamaicensis,L2987624,McGolrick Park,2024-01-12 14:53:00,,40.7245046,-73.9433616,True,False,False,S158723784,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1922310048,CL23822,False,False,Michael,Lombardo,False,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-01-12 14:53:00,,40.7245046,-73.9433616,True,False,False,S158723784,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1922246997,CL23822,False,False,Michael,Lombardo,False,
amekes,American Kestrel,Falco sparverius,L2987624,McGolrick Park,2024-01-12 14:53:00,,40.7245046,-73.9433616,True,False,False,S158723784,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1922246999,CL23822,False,False,Michael,Lombardo,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-01-12 14:53:00,,40.7245046,-73.9433616,True,False,False,S158723784,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1922246998,CL23822,False,False,Michael,Lombardo,False,N
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-01-12 14:53:00,,40.7245046,-73.9433616,True,False,False,S158723784,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1922246993,CL23822,False,False,Michael,Lombardo,False,
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-01-12 14:53:00,,40.7245046,-73.9433616,True,False,False,S158723784,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1922246992,CL23822,False,False,Michael,Lombardo,False,N
whtspa,White-throated Sparrow,Zonotrichia albicollis,L2987624,McGolrick Park,2024-01-12 14:53:00,,40.7245046,-73.9433616,True,False,False,S158723784,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1922246996,CL23822,False,False,Michael,Lombardo,False,
coohaw,Cooper's Hawk,Astur cooperii,L2987624,McGolrick Park,2024-01-13 10:03:00,,40.7245046,-73.9433616,True,False,False,S158780083,US-NY-047,Kings,US-NY,New York,US,United States,Julia Reinstein,OBS1922897014,CL23822,False,False,Julia,Reinstein,False,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-01-13 10:03:00,,40.7245046,-73.9433616,True,False,False,S158780083,US-NY-047,Kings,US-NY,New York,US,United States,Julia Reinstein,OBS1922897013,CL23822,False,False,Julia,Reinstein,False,
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-01-13 10:03:00,,40.7245046,-73.9433616,True,False,False,S158780083,US-NY-047,Kings,US-NY,New York,US,United States,Julia Reinstein,OBS1922897012,CL23822,False,False,Julia,Reinstein,False,
whtspa,White-throated Sparrow,Zonotrichia albicollis,L2987624,McGolrick Park,2024-01-13 10:03:00,,40.7245046,-73.9433616,True,False,False,S158780083,US-NY-047,Kings,US-NY,New York,US,United States,Julia Reinstein,OBS1922897011,CL23822,False,False,Julia,Reinstein,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-01-13 09:10:00,,40.7245046,-73.9433616,True,False,False,S158834598,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1923456946,CL23822,False,False,Michael,Lombardo,False,N
moudov,Mourning Dove,Zenaida macroura,L2987624,McGolrick Park,2024-01-13 09:10:00,,40.7245046,-73.9433616,True,False,False,S158834598,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1923456945,CL23822,False,False,Michael,Lombardo,False,
amecro,American Crow,Corvus brachyrhynchos,L2987624,McGolrick Park,2024-01-13 09:10:00,,40.7245046,-73.9433616,True,False,False,S158834598,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1923456947,CL23822,False,False,Michael,Lombardo,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-01-13 09:10:00,,40.7245046,-73.9433616,True,False,False,S158834598,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1923456944,CL23822,False,False,Michael,Lombardo,False,N
normoc,Northern Mockingbird,Mimus polyglottos,L2987624,McGolrick Park,2024-01-13 09:10:00,,40.7245046,-73.9433616,True,False,False,S158834598,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1923456943,CL23822,False,False,Michael,Lombardo,False,
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-01-13 09:10:00,,40.7245046,-73.9433616,True,False,False,S158834598,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1923456950,CL23822,False,False,Michael,Lombardo,False,N
coohaw,Cooper's Hawk,Astur cooperii,L2987624,McGolrick Park,2024-01-14 13:40:00,,40.7245046,-73.9433616,True,False,False,S158897830,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS1924140242,CL23822,False,False,Greg,Thornberg,False,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-01-14 12:17:00,,40.7245046,-73.9433616,True,False,False,S158885465,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1924027770,CL23822,False,False,Michael,Lombardo,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-01-14 08:52:00,,40.7245046,-73.9433616,True,False,False,S158866586,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1923852260,CL23822,False,False,Michael,Lombardo,False,N
dowwoo,Downy Woodpecker,Dryobates pubescens,L2987624,McGolrick Park,2024-01-14 08:52:00,,40.7245046,-73.9433616,True,False,False,S158866586,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1923852266,CL23822,False,False,Michael,Lombardo,False,
blujay,Blue Jay,Cyanocitta cristata,L2987624,McGolrick Park,2024-01-14 08:52:00,,40.7245046,-73.9433616,True,False,False,S158866586,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1923852268,CL23822,False,False,Michael,Lombardo,False,
amecro,American Crow,Corvus brachyrhynchos,L2987624,McGolrick Park,2024-01-14 08:52:00,,40.7245046,-73.9433616,True,False,False,S158866586,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1923852264,CL23822,False,False,Michael,Lombardo,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-01-14 08:52:00,,40.7245046,-73.9433616,True,False,False,S158866586,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1923852267,CL23822,False,False,Michael,Lombardo,False,N
normoc,Northern Mockingbird,Mimus polyglottos,L2987624,McGolrick Park,2024-01-14 08:52:00,,40.7245046,-73.9433616,True,False,False,S158866586,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1923852263,CL23822,False,False,Michael,Lombardo,False,
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-01-14 08:52:00,,40.7245046,-73.9433616,True,False,False,S158866586,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1923852265,CL23822,False,False,Michael,Lombardo,False,
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-01-14 08:52:00,,40.7245046,-73.9433616,True,False,False,S158866586,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1923852262,CL23822,False,False,Michael,Lombardo,False,N
whtspa,White-throated Sparrow,Zonotrichia albicollis,L2987624,McGolrick Park,2024-01-14 08:52:00,,40.7245046,-73.9433616,True,False,False,S158866586,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1923852261,CL23822,False,False,Michael,Lombardo,False,
norfli,Northern Flicker,Colaptes auratus,L2987624,McGolrick Park,2024-01-15 16:21:00,,40.7245046,-73.9433616,True,False,False,S159005584,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1925261893,CL23822,False,False,Michael,Lombardo,False,
amegfi,American Goldfinch,Spinus tristis,L2987624,McGolrick Park,2024-01-15 16:21:00,,40.7245046,-73.9433616,True,False,False,S159005584,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1925261892,CL23822,False,False,Michael,Lombardo,False,
moudov,Mourning Dove,Zenaida macroura,L2987624,McGolrick Park,2024-01-15 14:00:00,,40.7245046,-73.9433616,True,False,False,S159004820,US-NY-047,Kings,US-NY,New York,US,United States,Patrick C,OBS1925245308,CL23822,False,False,Patrick,C,False,
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-01-15 14:00:00,,40.7245046,-73.9433616,True,False,False,S159004820,US-NY-047,Kings,US-NY,New York,US,United States,Patrick C,OBS1925245310,CL23822,False,False,Patrick,C,False,N
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-01-15 14:00:00,,40.7245046,-73.9433616,True,False,False,S159004820,US-NY-047,Kings,US-NY,New York,US,United States,Patrick C,OBS1925245309,CL23822,False,False,Patrick,C,False,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-01-15 11:23:00,,40.7245046,-73.9433616,True,False,False,S158974763,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1924988192,CL23822,False,False,Michael,Lombardo,False,
normoc,Northern Mockingbird,Mimus polyglottos,L2987624,McGolrick Park,2024-01-15 11:23:00,,40.7245046,-73.9433616,True,False,False,S158974763,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1924978311,CL23822,False,False,Michael,Lombardo,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-01-15 10:31:00,,40.7245046,-73.9433616,True,False,False,S158969812,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS1924933756,CL23822,True,False,Greg,Thornberg,False,N
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-01-15 10:31:00,,40.7245046,-73.9433616,True,False,False,S158969812,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS1924933755,CL23822,True,False,Greg,Thornberg,False,N
whtspa,White-throated Sparrow,Zonotrichia albicollis,L2987624,McGolrick Park,2024-01-15 10:31:00,,40.7245046,-73.9433616,True,False,False,S158969812,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS1924933754,CL23822,True,False,Greg,Thornberg,False,
norfli,Northern Flicker,Colaptes auratus,L2987624,McGolrick Park,2024-01-16 09:43:00,,40.7245046,-73.9433616,True,False,False,S159055827,US-NY-047,Kings,US-NY,New York,US,United States,Joseph Trezza,OBS1925816718,CL23822,False,False,Joseph,Trezza,False,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-01-16 09:19:00,,40.7245046,-73.9433616,True,False,False,S159053603,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1925795566,CL23822,False,False,Michael,Lombardo,False,
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-01-16 08:45:00,,40.7245046,-73.9433616,True,False,False,S159051435,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS1925777966,CL23822,False,False,Greg,Thornberg,False,N
eursta,European Starling,Sturnus vulgaris,L2987624,McGolrick Park,2024-01-16 08:45:00,,40.7245046,-73.9433616,True,False,False,S159051435,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS1925777967,CL23822,True,False,Greg,Thornberg,False,N
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-01-16 08:45:00,,40.7245046,-73.9433616,True,False,False,S159051435,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS1925777969,CL23822,False,False,Greg,Thornberg,False,
whtspa,White-throated Sparrow,Zonotrichia albicollis,L2987624,McGolrick Park,2024-01-16 08:45:00,,40.7245046,-73.9433616,True,False,False,S159051435,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS1925777968,CL23822,False,False,Greg,Thornberg,False,
amerob,American Robin,Turdus migratorius,L2987624,McGolrick Park,2024-01-17 09:12:00,,40.7245046,-73.9433616,True,False,False,S159126810,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1926552168,CL23822,False,False,Michael,Lombardo,False,
houspa,House Sparrow,Passer domesticus,L2987624,McGolrick Park,2024-01-17 09:12:00,,40.7245046,-73.9433616,True,False,False,S159126810,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1926552169,CL23822,False,False,Michael,Lombardo,False,N
rocpig,Rock Pigeon,Columba livia,L2987624,McGolrick Park,2024-01-17 08:51:00,,40.7245046,-73.9433616,True,False,False,S159124682,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS1926903016,CL23822,True,False,Greg,Thornberg,False,N
coohaw,Cooper's Hawk,Astur cooperii,L2987624,McGolrick Park,2024-01-17 08:51:00,,40.7245046,-73.9433616,True,False,False,S159124682,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS1926529779,CL23822,False,False,Greg,Thornberg,False,
whtspa,White-throated Sparrow,Zonotrichia albicollis,L2987624,McGolrick Park,2024-01-17 08:51:00,,40.7245046,-73.9433616,True,False,False,S159124682,US-NY-047,Kings,US-NY,New York,US,United States,Greg Thornberg,OBS1926903017,CL23822,True,False,Greg,Thornberg,False,
norfli,Northern Flicker,Colaptes auratus,L2987624,McGolrick Park,2024-01-17 08:30:00,,40.7245046,-73.9433616,True,False,False,S159123812,US-NY-047,Kings,US-NY,New York,US,United States,Jeremy Danneman,OBS1926516317,CL23822,False,False,Jeremy,Danneman,False,
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,L2987624,McGolrick Park,2024-01-18 16:02:00,,40.7245046,-73.9433616,True,False,False,S159224358,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1928049790,CL23822,False,False,Michael,Lombardo,False,
norfli,Northern Flicker,Colaptes auratus,L2987624,McGolrick Park,2024-01-18 16:02:00,,40.7245046,-73.9433616,True,False,False,S159224358,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1927584991,CL23822,False,False,Michael,Lombardo,False,
moudov,Mourning Dove,Zenaida macroura,L2987624,McGolrick Park,2024-01-18 09:12:00,,40.7245046,-73.9433616,True,False,False,S159193497,US-NY-047,Kings,US-NY,New York,US,United States,Michael  Lombardo,OBS1927281720,CL23822,False,False,Michael,Lombardo,False,
